title,year,movie_id,title_new,country,cast_IDs,cast_names,genres,rating,year_new,type
Apgujeong Midnight Sun,2014–15,5670870,Apgujeong Midnight Sun,kr,"1655340,1065406,3772288,2588986,6406412,0496894,2953322,8104412,8104413,1327417,5720870,7732432,7270572,5586342,8104408,8104406,7255828,8104407,1115894,6746028,8003648,3775799,2489463,3673262,8104409,1066158,2493683,8104410,8055085,8059985","Hyung Tak Shim,Jin-hie Han,Eun-tak Kang,Im Chae-moo,Ha Na Park,Bo-Hee Lee,Min-soo Kim,Hwang Jung-Seo,Won-Geun Song,Ju-hyeon Lee,Hye-sook Park,Dan-bi Geum,Hye-sun Jung,Ok-Dam Baek,Lee Hyo-Young,Lee Ga-Ryeong,Jin Ho Hong,Han Ki-Woong,Jung-kyun Kim,Yoon Hae Young,Kang Sung-mi,Jong-rye Won,Ik-tae Kim,Su-rin Choi,Yool-Ho Kim,Ju-hyeon No,Choong-seon Park,Kim Eun-Jung,Young-ran Kim,Se-min Kim","Drama,Romance",,2014.0,tv series
April Kiss,2004,7475750,April Kiss,kr,"1641063,1595196,1050125,1552017,1759173,1077025,1065405,2350929,8058705,5982822,9371495,1334698,1105696,1574579,0405062,3006140,2926187,12115907,1573014,3676203,3753866,2584860,3877538,1743153","Han Sun Jo,Soo Ae,Lee Jung-Jin,Yi-hyeon So,Jun-yup Koo,In-mun Kim,In-su Han,Chung-sik Sin,Seung-Bong Yoo,Paek Shin,Joo-ho Yang,Yun-seong Lee,Lee Jeong-kil,Park Soon Chun,Hye-suk Lee,Seung-min Lee,Min-Kyeong Kim,Kwi-ok Kwon,Hye-mi Lee,Do-hwan Bae,Tae-seong Jang,Yoo Ah-in,Ki-bum Kim,Ji-hyun Seon",Drama,,2004.0,tv series
Arang and the Magistrate,2012,2216600,Tale of A-rang,kr,"1086555,1763620,5110174,1670117,1252068,2293453,4931406,1120337,2410400,3817431,1031875,1235558,1049304,1058833,1065604,1520129","Shin Min-a,Lee Joon-Gi,Woo-jin Yeon,Jeong-su Han,Oh-jung Kwon,Hwang Bo-ra,Lim Ju-Eun,Yong-geon Kim,Kim Kwang-gyu,Sang-Hoon Lee,Jun Gyu Park,Yoo Seung-ho,Yun Ju-sang,Hyeon-shik Lim,Bo-seok Jeong,Lee Sung-min","Action,Comedy,Fantasy,History,Mystery,Romance",7.4,2012.0,tv series
Are You Human?,2018,7817966,Are You Human Too?,kr,"6324813,7191344,1118621,3789806,8659042,0948588,1031876,3787759,1117728,2613190,11516735,9482213,7553002,9351269,3796133,5474355","Seo Kang-Joon,Gong Seung-Yeon,Sung-ryung Kim,Lee Joon-hyuk,Hwan-hee Park,Oh-seong Yu,Yeong-gyu Park,Kim Won-Hae,Choi Deok-moon,Hyun-sook Kim,Oh Han-kyul,Byung Mo Choi,Oh Eui-Sik,Oh Hee-Joon,Cha Yub,Kim Hye-Eun","Comedy,Drama,Romance,Sci-Fi",8.0,2018.0,tv series
Argon,2017,7094798,Argon,kr,"1030523,3825915,4313142,5508950,9106504,0497710,3482745,3877473,9106505,1784527,1059154,0570598","Ju-hyuk Kim,Woo-hee Chun,Shin Hyon Bin,Il-Joo Ji,Yoon-ho Ji,Lee Kyung-young,Seung-Joon Lee,Hee-bon Park,Min-ha Park,Ji-ho Shim,Park Won-Sang,David Lee McInnis",Drama,7.4,2017.0,tv series
Arthdal Chronicles,2019,8750956,Arthdal Chronicles,kr,"3609366,4548586,0417520,1982607,9468150,11918824,6262665,1443295,9567588,10222700,10224072,10698260,8674673,6771564,10761722,6870670,8725400,6854275,1426961,10418867,9241208,10057929,8692322,5825278,9411915,8060826,3797300,0453440,6677648,10761721,9525210,3649689,8284971,3755484,9525209,4365014,10081015,9378473,1654982,1671140,4478757,4111621,11775614,11101963,11656957,11545066,8153916,12168673","Song Joong-ki,Kim Ji-Won,Jang Dong-Gun,Kim Ok-bin,Sa-Bong Yoon,Yull Jang,Park Hae-joon,Jo Sung-ha,Ki Do-Hoon,Jung Suk Yong,Lee Ho-Cheol,Shin Joo-Hwan,Ko Bo-Gyeol,Do-Kyeong Lee,Hwang Hee,Eun-ah Seo,Na-hee Go,Elena An,Seung-yeon Jo,Jae-Ryong Song,Choong-gil Kim,Sung-Min Shin,Kim Do-Hyun,Jin Park,Kim Sung-cheol,Si-Hyeon Ryu,Son Sook,Eui-sung Kim,Park Hyoung-soo,Jang Yool,Byeong-gyu Jo,Byeong-eun Park,Erika Karata,Jong-ho Song,Eun-woo Shim,Kim Bi-bi,Tae Won-suk,Jung Je-Won,Teo Yoo,Ja-Hyeon Chu,Nichkhun,Jisoo Kim,Choi Young-joon,Chang Ryul,Woo-Jin Moon,Kim Tae-yeon,Min Han,Shin Moon-Sung","Action,Drama,Fantasy,History,Romance",8.4,2019.0,tv series
Assembly,2015,5120804,Assembly,kr,"1045684,1032826,4641488,1486994,3797192,3294507,2197560,1468275,1031876,1371115,0839293,0128345,2954105,4468750,5787710,0814171","Jae-yeong Jeong,Song Yun-ah,Taecyeon,Hyun-Sung Jang,Hee-tae Jeong,Choi Jin-ho,Hae-yeon Kil,Won-jae Lee,Yeong-gyu Park,Kim Seo-hyeong,Ji-ru Sung,Jae-Hyun Cho,Ji Kyu Im,Bo-mi Kim,Hyun-chul Seo,Byung-ho Son",Drama,6.8,2015.0,tv series
Assorted Gems,2009–10,2035741,Assorted Gems,kr,"1552017,3980263,4584507,4198078,4584109,1065406,3789039,1090119,4584545,0661886,3929504","Yi-hyeon So,Lee Hyun-Jin,Il-min Lee,Se-Jung Kang,Hye-sook Han,Jin-hie Han,Yoo-jin Hong,Hye-seon Jeong,Tae-gon Lee,Geun-hyeong Park,Ah-Jin Choi","Family,Romance",8.2,2009.0,tv series
At Eighteen,2019,10474124,Moment at Eighteen,kr,"9186885,3676100,10760959,7412707,10164686,8258019,6728658,2341409,7996229,9371494,10056771,6707768,5872538,11750451,10914710","Seong-wu Ong,Hyang-gi Kim,Seung-Ho Shin,Kang Ki-Young,Kim Do-Wan,Moon-Bin,Kim Sun-young,Yi-yeong Shim,Park Sung-Geun,In-soo Yoo,Jung Young-joo,Young-ji Heo,Choi Dae-hoon,Baek Jae-Woo,Geon-Hee Song","Drama,Romance",7.6,2019.0,tv series
"At a Distance, Spring Is Green",2021,14518430,"At A Distance, Spring Is Green",kr,"9532814,7335182,11330003,12166703,12515729,10078836,11105282,12137524,9371494,3797742,12677315,8698374,10727748,12515728,12677409,10970435,12358379,9589373,8117832,11989089,12475812,12725432,11854294,11401154,12686545,11432349,11512143","Ji-Hoon Park,Min Ah Kang,Bae In-Hyuk,Woo Da-Vi,Choi Jung-Woo,Eun-Bin Kwon,Su-Hyun Shin,Lee Woo-Je,In-soo Yoo,Cha Cheong-hwa,Jo Seong-Hyeon,Na In-Woo,Ye-Rim Lee,Bin Chan-Wook,Choi Moon-Hee,Ah-rin Oh,Kim Sugyeom,Kim Hyung-mook,So-Hee Jung,Yoon Jung-Hoon,Oh Ji-Young,Kim Jong-Ho,Moon Ju-won,Kang-hee Jung,Park Su-Ah,Park Jae Wan,Seo Woo-Jin","Drama,Romance",8.2,2021.0,tv series
Athena: Goddess of War,2010–11,1942171,Athena: Goddess of War,kr,"0432601,1595196,0149226,3769206,1085779,2184859,1086926,1067552,1105696,3694452,3773592,2805228,0497362,1954290,4620467,2040088,0453670,1926499,0661977,4647806,3607819,1059148,4620238,9703973,1450314,4673739,3410935,3663864,1705688,4673588,3845186,3844836,3746728,1262749,4679268,3758065,4678815,2634830,1191894,1048201,7679250,1918588,1085675,4592441,1767958,0829343,4643709,4679482,3079826,3362169","Jung Woo-sung,Soo Ae,Seung-Won Cha,Ji-Ah Lee,Min-jong Kim,Si Won Choi,Dong-Geun Yoo,Yeong-ae Kim,Lee Jeong-kil,Byung-man Kim,Dam Ryu,Sean Dulake,Han-wi Lee,Yun-a Oh,Sung Hoon Chu,Jeong Ho-bin,Seung-woo Kim,Jeon Gook-hwan,Yong-soo Park,Ji-hoon Son,Yoshihiro Akiyama,Cheol-min Park,Min-ji Lee,Hana Hwang,Jin-geun Kim,Sung-kyu Im,Chang-min Shim,Park Sung-woong,Lee Bo-young,Chan-Woo Jung,Chang-Suk Oh,Ricky Kim,Yong-gi Park,BoA,Gun-Woo Choi,Tae-hee Heo,Ah-young Kim,Jeong-hwan Kong,Jae-yong Lee,Kim So-yeon,Natallia Bulynia,Jin Goo,Han-Yong Jeong,Byoungman Kim,Ji-Yeon Myeong,Douglas Day Stewart,Do Ye Sung,Max Chang Min,Yong-min Choi,Man-sik Jeong","Action,Romance,Thriller",6.7,2010.0,tv series
Autumn Shower,2005,5621814,Autumn Shower,kr,"1065406,8061318,8061320,1564197,1585573,8055085,1950558,0644885,3882956,8061317,1048201","Jin-hie Han,Jung-hee Han,Woo-jin Hwang,Kim Hye-Ok,Ryeowon Jung,Young-ran Kim,Cheon-hee Lee,Ji-Ho Oh,Se-jeong Oh,Dong-Choon Park,Kim So-yeon","Drama,Romance",,2005.0,tv series
Avengers Social Club,2017,7375028,Avengers Social Club,kr,"1960271,1030827,1046244,9273705,3628470,3729673,1040396,8044331,2495191,3674683,1947060,8556875,11072055,10056771","Mi-ran Ra,Yo-won Lee,Se-bin Myeong,Joon-Young Lee,Shin Dong-mi,Byoung-Sook Sung,Seok-yong Jeong,Sa-Kwon Kim,Bo-ra Kim,Dong-woo Shin,Ae-Yeon Jeong,Jin-Sol Yoon,Hye-Yeon Shim,Jung Young-joo","Comedy,Drama",8.1,2017.0,tv series
Awaken,2020–21,13273550,Awaken,kr,"1224530,7267705,1632701,8119758,3786479,11311964,3787759,5901828,6934511,5866935,9989933,12110452,12110453,0453385,3294507,2440234,1020006,8471266,4262762,1585632,11302261,11398751,12110358,12110360,10171059,12110359,12110361,3754545","Min Namkoong,Seol-Hyun Kim,Chung-Ah Lee,Sun-Woo Yoon,Yoon Kyung-ho,Lee Sin-young,Kim Won-Hae,Jang Hyuk-jin,Ji-won Baek,Dae-chul Choi,Ju-won Lee,Jung Dae-Ro,Jo Hye-Won,Kim Chang-wan,Choi Jin-ho,Woo Hyeon,Dong-kun Yang,Jae-Ho Heo,Anastasia Kim,Rae-yeon Kang,Nam-jin Kim,Shin Jae Hwi,Lee Joon-Sang,Kwak Hee-Joo,Kim Ki Nam,Nam Woo-Hyun,Lee Sung-Il,Joo Suk-Tae","Crime,Fantasy,Mystery,Romance",7.5,2020.0,tv series
Babel,2019,9467014,Babel,kr,"3852138,2319677,5877767,11661964,3776167,1390122,1679797,1067147,3757273,3514295,8104413","Shi-hoo Park,Jang Hie-jin,Joo-hyung Park,Yoon Soo,Si-eun Ha,Kim Hae-sook,Shin-yeong Jang,Kim Jong-goo,Seung-hyeong Lee,Jae-hee Song,Won-Geun Song","Drama,Mystery",6.8,2019.0,tv series
Baby Faced Beauty,2011,3590610,Baby Faced Beauty,kr,"1339153,3806917,1615673,4733786,1564197,1862701,1049304,0453588,4788761,3757273,0453605,4696551,1059148,1168569,4702575,2518549","Jang Na-ra,Daniel Choi,Jin Ryu,Min-seo Kim,Kim Hye-Ok,Hyeon-yeong,Yun Ju-sang,Kyu-chul Kim,Clara Lee,Seung-hyeong Lee,Kim Mi-Kyung,Yeon-Seo Oh,Cheol-min Park,Yoo Tae-woong,Na Young-hee,Hee-seok Yun","Comedy,Romance",6.7,2011.0,tv series
Babysitter,2016,5569022,Babysitter,kr,"1856097,2024084,3482745,1165906,1585711,8012001","Yeo-jeong Cho,Min-Joon Kim,Seung-Joon Lee,Won-jong Lee,Kim Sang-Ho,Yoon-joo Shin",Thriller,6.6,2016.0,tv mini series
Bachelor's Vegetable Store,2011–12,6385836,Bachelor's Vegetable Store,kr,"3865611,0404862,0417526,3780555,0453422,4299091,1564219,8685855,1106071,3393029,3756266,3609055,11105473,4937852,4276490,7940302,3676946,7591921,4459584","Ji Chang-Wook,Sin-hye Hwang,Hang-Seon Jang,No-min Jeon,Do-yun Kim,Kwang-Soo Lee,Se-yeong Lee,Sung-Hoon Park,Won-suk Park,Park Soo-Jin,Ji-hye Wang,Kim Young-kwang,Chae Bin,Jung-ui No,Jae-moo Oh,Park So-jin,Lee Eun,No Jeong-ee,Chae-bin Kim",Drama,7.7,2011.0,tv series
Backstreet Rookie,2020,12516712,Backstreet Rookie,kr,"2498552,3865611,5031993,11320778,6728658,11661963,2293535,9035114,8471266,7123486,11661964,1626034,10036402,2440234,11718095,11661962,11169262,3242530,8384648,1422733,10096861,10965639,9589373,0432550,4468489,5813319,1136736,9273705,12154727,1059148,1641144,5447592,9127584,7523580,11169774,7845643","Kim Yoo-jeong,Ji Chang-Wook,Sun Hwa Han,Eum Moon Suk,Kim Sun-young,Seo Ye-hwa,Byung-Joon Lee,Sol-bin Ahn,Jae-Ho Heo,Sang-woo Do,Yoon Soo,Mi-ri Gyeon,Min-Kyu Kim,Woo Hyeon,Kim Ji-Hyeon,Bae Gi Beom,Yoon-Hee Lee,Go Gyu-pil,Ian Park,Seung-su Ryu,Ahn Chang-hwan,So-Hyun Gam,Kim Hyung-mook,Jun-ho Jeong,Park Jin-Joo,Eun-ji Jung,Yong-woo Kil,Joon-Young Lee,Ju Yeon Lee,Cheol-min Park,Jae-hun Tak,Lee Yoo-Bi,Ji Chan,Ju-Hee Ha,Min-Kyu Kim,Choi Yoon-Seul","Action,Comedy,Romance",7.6,2020.0,tv series
Bad and Crazy,2021,15146202,Bad and Crazy,kr,"2089388,8446544,9665672,7175731","Lee Dong-Wook,Han Ji-Eun,Wi Ha-Joon,Hak-Yeon Cha","Crime,Mystery",,2021.0,tv series
Bad Family,2006,1461527,Bad Family,kr,"1127954,1136670,1109255,0453588,4798643,1047988,2559633,1058833,1508878","Woon-gye Yeo,Nam-kil Kang,Bo-ra Geum,Kyu-chul Kim,Hee-chul Kim,Myung-Min Kim,Young-yu Lee,Hyeon-shik Lim,Sang-mi Nam","Comedy,Drama",7.4,2006.0,tv series
Bad Guy,2010,2090230,Bad Boy,kr,"2339825,1508692,3291839,2987726,8001794,1059110,4746399,1564197,2317476,1926499,1255246,4732858,4733786","Nam-gil Kim,Ga-in Han,Kim Jae-Wook,Shim Eun-kyung,Hun-Yub Choo,Yeon-su Oh,Jung So-Min,Kim Hye-Ok,Jeong-tae Kim,Jeon Gook-hwan,Eung-soo Kim,Ji-Hoo,Min-seo Kim","Drama,Mystery,Romance,Thriller",7.7,2010.0,tv series
Bad Guys,2014,3914520,Bad Guys,kr,"1012117,3011350,3738640,2129984,2584975,1120328,1041145,3702737,7160484,1508186,1188437,1507995,3746857,1067147,3877455,6956585,10759444,1719572,3758065,2403072,5322316,9275169,1749064,10222635,10764161,10762515,3628115,10762239,10763949,10226667,11592668,10762089,3267401,1079857,6617677,10759385,1759101,3844781,5007639,8119745,10762516,1856185","Sang-Jung Kim,Ma Dong-seok,Park Hae-Jin,Dong-Hyuk Cho,Ye-won Kang,Kang Shin-il,Jeong-hak Park,Kim Tae-hoon,Jia Min,Hyo-jun Park,Byeong-kyeong Ahn,Byeong-chun Kim,Seung-eon Hwang,Kim Jong-goo,Jae-seung Kim,Jung-hak Kim,Jae-Hyun Kwon,Min Kwon,Tae-hee Heo,Sung-jin Nam,Ik-Joon Choi,Kyu-Hwan Choi,Jae-ho Heo,Kim Hye-Yoon,Seon-ho Jang,Hyun-Kwang Jin,Min Ha Ju,Jin-seo Jun,Mi-nam Jung,Se-Hyung Ki,Ji-Hoon Kim,Sun-bin Kim,Sung-hoon Kim,Yong-nyeo Lee,Choe Min,Jin-bok Nam,Jung-Woo Park,Sung-taek Park,Hye-jin Seo,Se-Bin Son,Don-gi Woo,Seong-Eon Lim","Action,Crime,Thriller",7.9,2014.0,tv series
Bad Guys 2,2017–18,12404980,Bad Guys: Vile City,kr,"11108565,6094043,3725226,0453452,0431701,0661867","Ji Yoon Hong,Seung-Hyeon Ji,Tae-goo Eom,Kang Ha-Neul,Ju Jin-Mo,Joong-Hoon Park","Action,Crime,Drama",7.7,2017.0,tv series
Bad Housewife,2005,1183174,Bad Housewife,kr,"1523195,2920466,1450314,2559633,2456292,1066598","Yûko Fueki,Yeon Woo Jo,Jin-geun Kim,Young-yu Lee,Ae-ra Shin,Chang-min Son","Comedy,Drama,Romance",8.0,2005.0,tv series
Bad Papa,2018,8907470,Bad Papa,kr,"3752295,1030267,7255830,3362169,1507995,10078836,8671435,3460487,11198067,10454721,11072055","Lee Da-wit,Jang Hyuk,Kim Jaekyung,Man-sik Jeong,Byeong-chun Kim,Eun-Bin Kwon,Eun-soo Shin,Yeo-Eun Son,Chranny,Yoojin Kim,Hye-Yeon Shim","Drama,Family",7.4,2018.0,tv series
"Bad Thief, Good Thief",2017,6672568,"Bad Thief, Good Thief",kr,"8674672,9615364,3050595,6314118,5357038,2412682,4227051,1045777,1342813,4931406,3718826,2317476,1670117,8510165,4579997,3673262","Shin Eun Jung,Ji Yoo,Kim Ji-hoon,Seo Yi-Sook,Jang Gwang,Hyun-Woo Ji,Seohyun,Kil-kang Ahn,Joo-sil Lee,Lim Ju-Eun,Kyung Soon Jung,Jeong-tae Kim,Jeong-su Han,Jae-Suk Han,Jong-hwan Choi,Su-rin Choi","Crime,Drama",8.2,2017.0,tv series
Band of Sisters,2017,6788732,Band of Sisters,kr,"1511876,1954290,8713696,6289362,8510164,5696003,1239800,1066598,2188884,3674207,3755484,3460487,8927409,0014215,6491760,5193094,2987479,7219340,7052088","Seo-hee Jang,Yun-a Oh,Kim Joo-Hyun,Kim Dasom,Ji-Hoon Lee,Jo Yoon-woo,Kim Su-Mi,Chang-min Son,Jeong-su Byeon,Jung-ah Yang,Jong-ho Song,Yeo-Eun Son,Seung-han Kim,Ahn Nae-sang,Hwang Young-Hee,Lee Jae Jin,Ji-hee Jin,Carson Allen,Daniel Joey Albright",Drama,8.5,2017.0,tv series
Basketball,2013,3357392,Basketball,kr,"4782737,6111363,6111364,1574579,5508950,1696090,3025177,1092385,4468750,1255246,3782167,0497362,4878553","Ji-han Do,Elliya Lee,Dong Hyun Jung,Park Soon Chun,Il-Joo Ji,In-sun Jung,Seung-kyo Jung,Seong-min Kang,Bo-mi Kim,Eung-soo Kim,Jin Kyung,Han-wi Lee,Ye-Eun Park","Action,Drama,History,Romance",5.4,2013.0,tv series
Be Melodramatic,2019,10559276,Melloga Chejil,kr,"3825915,9256310,8446544,1693068,6811859,10258470,11642146,11265475,4839521,6934511,10369793,8981756,2671586,6677648,9532812,6940207,5887272,9532810,1596078,9377778,10801522,4746399,11596561,9075728,12546126,4688496","Woo-hee Chun,Jeon Yeo-bin,Han Ji-Eun,Jae-hong Ahn,Myoung Gong,Ji-On Yoon,Seol Woo-Hyung,Han Joon-Woo,Myung-Joon Kim,Ji-won Baek,Joo-Bin Lee,Lee You-Jin,Lee Hanee,Park Hyoung-soo,Do-Yeon Kim,Hak-joo Lee,Jin Seon-kyu,Yoo-Jung Choi,Seung-gil Jeong,Ae-sim Kang,Young-Ah Kim,Jung So-Min,Ahn Soo-bin,Hyun-min Yang,Jang Young-hyeon,Joon-seok Heo","Comedy,Romance",8.2,2019.0,tv series
Be Positive,2016,10177532,Positive Physique,kr,"7947861,6765553,0453440,4535657,1344965","Seo-jin Chae,Kyung-soo Do,Eui-sung Kim,Jong-soo Kim,David Lee","Comedy,Romance",7.8,2016.0,tv mini series
"Be Strong, Geum-soon!",2005,9165876,"Be Strong, Geum-Soon!",kr,"2283722,2086949,1141765,2339825,0453747,2523105,1371115,1626041,2196022,1030823,0661845,0945994,1219237,0950926,2583563","Ja Hye Choi,Yong Jang,Ja-ok Kim,Nam-gil Kim,Yu-seok Kim,Lee Min-ki,Kim Seo-hyeong,Hye-jin Han,Ji-Hwan Kang,Se-eun Lee,In-hwan Park,Hee-kyung Yang,Mi-kyeong Yang,Yuh-Jung Youn,Mi-ra Yun",Drama,8.1,2005.0,tv series
Beating Again,2015,4274682,Falling for Innocence,kr,"1973031,1048201,6973278,5947788,0025548,0423259,1031876,3789072,4928306,8044337,10076303,10226644,1040396,9660697,3514312,10226666,1137616,10226667,1918588,3738748,4306654,3590444,7052088,5553176,11748362,5697024,3368915,10226720,6720288,2442642,10226722,10226721","Jung Kyung-ho,Kim So-yeon,Hyun-min Yoon,Lee Si-eon,Ahn Suk-hwan,Eun-ji Jo,Yeong-gyu Park,Myung-Ryul Nam,Gong Hyun Joo,Soo-ji Lee,Yoo-Min Jung,Jung-Pal Kim,Seok-yong Jeong,Lee Yoo-Joon,Hye-ryeong Koo,Doll-Hyung Lee,Ji-il Park,Se-Hyung Ki,Jin Goo,Moon-cheol Nam,Hyeok-soo Kwon,Da-bin Jung,Daniel Joey Albright,Tae-boo Nam,Park Ha-Jun,Ji-oh Lee,Jung-sung Lee,Chul-Sung Kang,Dong-Kyu Jung,Ju-bong Choi,Seong-Eon Im,Tae-Woo Lee","Comedy,Drama,Romance",7.7,2015.0,tv mini series
Beating Heart,2005,2439644,Beating Heart,kr,"2163344,0046276,0453385,0046277","Ko Asung,Chong-ok Bae,Kim Chang-wan,Bae Doona",Drama,8.2,2005.0,tv series
Beautiful Days,2001,324685,Beautiful Days,kr,"8218140,0496932,1065383,1105696,0158830,0497630,1903390,1642096,1086555,1688721","Ha Jae-Young,Lee Byung-hun,Jae-yeong Ha,Lee Jeong-kil,Choi Ji-woo,Lee Jung-hyun,Hwi-Hyang Lee,Yu-jin Lee,Shin Min-a,Siwon Ryu",Romance,8.1,2001.0,tv series
Beautiful Gong Shim,2016,5705896,Beautiful Gong Shim,kr,"6137757,1224530,1759395,3746954,2440234","Min-ah Bang,Min Namkoong,Joo-Wan On,Seo Hyo-Rim,Woo Hyeon","Comedy,Crime,Drama,Romance",7.4,2016.0,tv series
"Beautiful Love, Wonderful Life",2019–20,11133556,"Beautiful Love, Wonderful Life",kr,"9067239,6019545,1464070,7094545,3665593,5602945,3852933,1255014,1031876,4702575,1040397,11062016,4307583,8556925,9891731,5515057,11062019,9853844,11062017,8725397","Seol In-ah,Jae-young Kim,Yun-hie Jo,Bak Yoon,Min-Seok Oh,Woo-Ri Jo,Park Hae-mi,Kim Mi-Sook,Yeong-gyu Park,Na Young-hee,Won-joong Jung,Yoo-Jung Jo,Ryu Eui-Hyun,Tae-sun Lee,Jin-Yeop Kim,Yeong-soo Park,Ho-Eun Jin,Ye-Rin Ok,Joon-Kyung Lee,Jung-Yeon Oh","Comedy,Drama,Romance",7.3,2019.0,tv series
Beautiful World,2019,9863724,Beautiful World,kr,"1775551,1671140,2536476,1856097,4704907,6007240,8055089,5178424,0497527,10098943,9649863,5294517,9402669","Hee-soon Park,Ja-Hyeon Chu,Oh Man-seok,Yeo-jeong Cho,Nam Da-reum,Hwan-hee Kim,Dong-hyun Seo,Yeong-ju Seo,Ji-hyeon Lee,Ji-hu Park,Jae-Sung Jung,Hwang Tae-kwang,Na-Moo Yoon","Drama,Mystery",8.2,2019.0,tv series
Because This Is My First Life,2017,7278588,Because This Is My First Life,kr,"2523105,4746399,4619220,3649689,4710582,6008760,6583502,10036402,1366028,6728658,1255246,2590448,1632701,9332185,10965639,11072080","Lee Min-ki,Jung So-Min,Esom,Byeong-eun Park,Kim Ga-eun,Kim Min-Suk,Bo-mi Yoon,Min-Kyu Kim,Kim Byeong-Ok,Kim Sun-young,Eung-soo Kim,Hee-kyung Moon,Chung-Ah Lee,Hye-Won Jeon,So-Hyun Gam,Song-a Yoon","Comedy,Drama,Romance",8.1,2017.0,tv series
Becky's Back,2016,5772462,Baek-hee Has Returned,kr,"5866935,2987479,2584975,3701137,3208555","Dae-chul Choi,Ji-hee Jin,Ye-won Kang,Kim Sung-oh,Gyo-jin In","Comedy,Drama",7.7,2016.0,tv mini series
Becoming a Billionaire,2010,5476264,The Birth of the Rich,kr,"2412682,1705688,1224530,3315713,1049304,1255246,5690089,3289419,3753866,0453605,1059148,1869320,4291691,4258553,0839293","Hyun-Woo Ji,Lee Bo-young,Min Namkoong,Lee Si-young,Yun Ju-sang,Eung-soo Kim,Young Ji Park,Kim Gi-Bang,Tae-seong Jang,Kim Mi-Kyung,Cheol-min Park,Min-Ji Park,Da-eun Sin,Kim So-Hyun,Ji-ru Sung","Comedy,Romance",6.7,2010.0,tv series
Beethoven Virus,2008,1690398,Beethoven Virus,kr,"1047988,3769206,1658941,3832158,3663948,1040396,4844687,3843885,1141905,0497362,1058814,1059148,4844598,1099243,0814289,1018275","Myung-Min Kim,Ji-Ah Lee,Keun-Suk Jang,Yeong-hee Hwang,Jyu-ni Hyun,Seok-yong Jeong,Se-eun Jo,Ik Kim,Bong-gyu Lee,Han-wi Lee,Soon-jae Lee,Cheol-min Park,Eun-Joo Park,Kil-soo Park,Song Wok-suk,Kim Young-min","Comedy,Drama,Romance",7.6,2008.0,tv series
Behind the White Tower,2007,6357280,Behind the White Tower,kr,"1047988,0150925,8662726","Myung-Min Kim,In-Pyo Cha,Lee Sun-Kyun",Drama,7.8,2007.0,tv series
Bel Ami,2013–14,3350766,Pretty Boy,kr,"1658941,3889963,5398544,1117699,5371234,0230714,3015649,0453373,1279940,2558891,3006140,1159989,1696728,1219237,3692726,6105318","Keun-Suk Jang,Ji-eun Lee,Lee Jang-woo,Chae-Young Han,Dean Dawson,Young Jae Dok-Go,Cha Hyeon-jeong,Bo-yeon Kim,Yeong-jae Kim,Mi-young Lee,Seung-min Lee,Ji-yoon Park,Yoo-Jin So,Mi-kyeong Yang,Kim Ye-Won,Hoon Min Yeo","Comedy,Romance",6.3,2013.0,tv series
Best Chicken,2019,9426382,Best Chicken,kr,"10321306,8998150,8909174,8698374,0453661,0617079,6969263,12372529,9446047,9257623,5692545","Sun-Ho Park,So-hye Kim,Joo Woo Jae,Na In-Woo,Sora Jung,Gye-nam Myeong,Park Seon-ho,Lee Seung-Hyub,Min-Ji Son,Hong-Seok Yang,Ah Young",Drama,6.4,2019.0,tv series
Beyond Evil,2021,13634872,Beyond Evil,kr,"0793784,2082531,11205424,5872538,3294507,12141029,12337775,2197560,11541607,12337741,6757627,5887265,1141657,8224179,7689354,11605953,1045682,9918300,12196303,7335182,9946376,3797742,9989938,1241993,12523779,12358567,12358568,10700274,12154888,11529277,12525283,12525282,8396461,11833680,12058767,12087417,12523949,2175082,12456301,12523740,8887346,12330404,11764404,7717123,3797076,7611358,11642146,12007715","Shin Ha-kyun,Yeo Jin-gu,Sung-eun Choi,Choi Dae-hoon,Choi Jin-ho,Shin-rok Kim,Park Ji-Hoon,Hae-yeon Kil,Nam Yoon-Su,Baek Suk-Kwang,Heo Sung-tae,Sang-gyu Son,Ho-jin Chun,Gyu-hoe Lee,Jeong-sik Seo,Shim Wan-Joon,Jeong Gyu-Su,Chanho Choi,Joo Yeon Moon,Min Ah Kang,Lee Do-Hyun,Cha Cheong-hwa,Ja-Ryeong Lee,Park Myung-shin,Park Bo-Kyeong,Kim Hieora,Choi Hyuk-Ju,Hyun-jun Jung,Kim Jung-Ho,Woon Jung-won,Kim Seong-Yong,Kim Seung-Tae,Sung-Chan Son,Jun Soo-Hyun,Kang You-Seok,Si-Won Cha,Kim Hyun-Woo,Jae-Jin Jung,Chun Jung-Ha,Han Ki-Jang,Park Kwang-il,Kim Kyeong-min,Nam Mi-Jung,Shin Mi-young,Eun-yeong Park,Jang Sung-Bum,Seol Woo-Hyung,Lee Ye-Bit","Drama,Mystery,Thriller",8.2,2021.0,tv series
